"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50"
"C1",-0.140344848203247,0.0854475434647062,0.91339936348477,-0.174922044257721,0.116798569642121,0.22948556565382,-0.299056888012658,0.394158919111239,-0.640345984570552,1.14514630821478,1.27526494349011,0.101954984596519,-0.630596243494462,0.609367548838934,-0.379628225911699,1.33467342451383,-0.151547209600405,0.127811568599782,0.111482622708359,0.0725120503791268,-0.563753534033857,0.478544348876281,0.00265880467794991,0.214844408331252,0.767749842439511,0.49538894379316,0.751092944435389,-0.906382675243536,0.17042621012743,0.300562873896395,-0.313919945370248,0.909417231038954,0.223609274940035,1.00562093774089,-0.16348727446139,-0.0614178125085516,0.321295826605073,0.433029472614259,-0.679670371112511,-0.00258823969753831,-0.848114364369636,-0.0141993660590089,-0.797847101511533,1.03618003434692,-0.532987394153445,0.0955402884189335,0.353788884772457,-0.6239329711764,0.714889238477675,-0.454841009099684
"C2",-0.977982689822131,0.108693024589099,0.468751668947138,0.770001994424904,-0.605212127361044,-0.410351748183878,0.0331029782365379,-1.04168572501465,-0.838120413765798,0.539439399373306,1.00444550681354,-0.433505902650216,0.0665672448936233,0.236449509517712,1.07147278695368,-0.700747756531535,-0.119408720915589,-0.504466191704669,-0.0187105409144783,-0.395488776953257,-1.15284411749919,1.10389065298534,-0.780961632726307,-0.605311008574962,-0.233910028611312,0.622030066452864,-0.384979818372153,-1.72930478174613,0.245285125786732,0.100023548820146,1.1988091569311,-0.23289225901628,1.25923707713651,0.29938468434429,0.496059102934496,-0.170991411151541,-0.603260537902349,0.578623558610993,-0.145210659751884,-0.736745908613805,1.03483814387879,0.300147168508356,0.0362965829311002,-0.433013243955495,-0.841132577909347,1.23035534586826,-0.0525856964072135,-0.0836690590854762,1.16210371915525,-0.904870127122443
"C3",-0.141092175183248,-0.611150700622572,-0.155384531352015,0.304341969439513,-0.187049745036237,0.489037622056467,-0.587711534983788,-0.0785839361994291,0.137338550264753,0.0557972266019357,0.291291031398359,0.131607072442392,0.739061340023571,0.873491542292275,-0.324568505766967,0.937490830182387,-0.347963474922653,0.541312008169715,0.510794849375696,-0.463227558597422,-0.245513932697138,0.0966255152742389,0.155592513341489,-0.210553190120931,-1.03642987842801,-1.78848356370109,-0.610983270730385,0.245894986550418,0.0258885123124208,0.0396373363215069,-0.587781112300284,0.404344608721668,0.231989973446416,-0.793750194329163,-0.501148048672238,-1.03321063602578,0.806732895086445,-0.0708337499924856,0.16137294871259,0.170091257307477,0.167412929442913,0.512635328365149,0.284958439281834,0.742507331281164,-0.946886954364172,0.0347910460198338,0.274516327919138,-0.378018541351928,0.150763458742357,0.224272078184452
"C4",-0.123308254042704,0.880694569489522,-0.793121065189811,-0.374152104975917,1.33854647419757,0.766467754843497,0.0923448487475215,0.940526353554044,0.765007136949138,0.189135619330972,0.27325767363135,0.192740821353972,0.0054580149982106,-0.657920264572016,-0.495222104096034,0.270642733065133,0.0663231043664294,-0.583469392512762,0.896691809193186,0.135153890848038,0.103876359852622,0.520227970437866,0.809191642695492,-0.198347783921334,0.682488194320871,-1.03115742358464,-0.464525511537136,0.325545666615561,0.266566505169829,-0.427318730474044,0.546219415224756,-0.570591441073068,-0.356877677702058,-0.419542507525839,-0.0474771451357581,0.64519779204068,-0.167155603750871,-1.54577192517331,-0.170180396868364,1.37333581925877,0.155934503391041,1.20241128512369,-0.218911605176762,0.26579362031004,0.212280570248435,-0.963841648812599,0.34099090913455,0.604358985586696,-0.712094188289327,-0.28744258013941
"C5",0.629190647073302,0.269121692478009,-0.590667328332292,0.462943252283854,-0.0361869834560726,-0.515499614010047,-0.17082329543409,-0.314403339194168,0.0656421542527773,0.483016007114772,-0.476161203624696,-0.454603392006863,0.118633459670645,0.718468081208825,1.05548221408436,0.850486393047429,0.657886623360179,-0.758663957544003,-1.55022332675234,0.923830129389539,1.25919540245035,-0.906505806773762,0.40002821085294,-0.692079489761168,1.23630699852026,-1.10422058206798,0.238222987591238,0.783397759076807,-1.40122162398205,0.337906938184575,0.119150278411218,0.571990170289971,-0.73427592139396,-0.973354792941661,-0.526215130044449,-0.0519210613479218,-0.250397883258897,0.122039546318714,0.253745076606804,0.838373509403682,-0.0701104859148639,0.862094263872594,0.470580895766839,1.0430408974501,0.0159886214068317,0.0214108107584966,-0.0159979478521036,0.299769630966712,-1.25773666368886,0.234954765656876
"C6",-0.516532688071543,-0.0232097182092171,-0.682988766744484,0.025867982467254,-1.25935929954599,1.36861340980956,-0.261162324688118,1.14828701029518,-0.288712039363221,-0.164726047279632,0.418858235257094,0.537360665682774,0.117928539977385,0.0187632506701917,1.47597625730153,1.2338265979037,0.61765374388441,-1.22123504940609,1.16766409428775,-0.28800497730671,-0.946578025312014,0.305607716005131,-0.498058621474591,-1.05322899816769,-0.286014925901896,0.892752848778602,1.81937951009276,1.14168943340772,0.257106331250879,-1.09270553847181,0.436881426499917,-0.0253851761537384,0.514873026957306,0.884265890396309,-0.66780215153427,0.964245920958633,0.49195969948228,-0.386066371078103,-1.01918914452352,0.885191719904091,-0.0938804791444633,-0.0468361650651563,-0.844142784405636,-0.768168787226037,0.014946763481527,0.492297300615761,-0.487906545306435,0.148229650274274,-0.331810698409856,0.282685360337869
"C7",-0.341513505952035,1.40908806821823,-0.286009807190397,-0.236609092569507,-0.500558765945764,0.321331090391919,-0.951569771685691,-1.69220053186259,0.265270251333177,0.409106025530373,-0.706116812666915,-0.797308445265348,0.622895036560346,0.472173733255107,-0.291520407313627,-0.522030952391984,1.27405080354341,1.45792267886751,1.06471005054848,-0.570585249255805,-0.230556458507865,-0.873421371592624,0.502451017714469,0.0930289456632652,0.272296581292854,1.75503643280521,-1.06835237315675,1.4350357460741,-0.000873985580110873,0.267803836794496,-0.373187004711101,-0.904192928132193,-0.255636849949667,-1.07422305362708,-0.272308846994505,1.08420005327467,0.126218063205036,1.18389754681746,-0.172808913477399,0.109386336646387,-0.242180416027874,-0.491515435551102,0.581300374805821,-0.593156095306872,-0.667406410340096,0.858169204995979,-0.528664434746963,0.123644569638276,0.145229105413481,0.787349582641869
"C8",-0.0402798930501727,-1.0382266024141,-0.150190947582164,-0.733543991348678,-0.246952799566256,0.155051883298316,1.23218816286023,-0.168147676593492,-0.0928001828425278,0.235953198262527,-0.390549208695366,1.15008054729237,-0.158533887569365,-0.296411524251247,-1.06414778993957,-0.741875882295104,0.63230079909231,1.50648313742738,-0.185057321459253,0.0816808852955803,-0.892840194090284,-0.301046638012237,-0.504728213524493,0.515230703006837,0.372806986296981,-1.10615102242991,0.106907895890173,-0.302659055776619,0.287286542768796,1.58092475938973,0.884345615737818,0.0306258468542714,-0.0177542615730144,-0.0309560437194011,-1.01195615680575,-0.245773710998306,-0.0749959308467601,0.9811801160057,0.375217287936921,0.0206567181916571,0.0269606355769076,-0.324233689551386,-0.179917654020574,0.430132735134795,0.534652729548879,-0.948350277776509,-0.626569251469688,0.106835816371659,0.942855323690971,-1.0155319058087
"C9",0.754430293943775,0.151377984446454,-1.02707675467771,0.502996764726444,0.300663560964517,0.166255259806753,0.25149986840613,0.280804320416385,-1.103735413032,-0.232484101031746,-0.378689581268736,0.0611240960635612,0.432515896473009,0.377711192127549,-0.136531752334562,-0.0583089504172316,0.296892740061494,-1.03466842380491,-0.21056845430447,-0.598900173884722,-0.890211969545225,-0.132678531198272,-0.628880782135358,0.693113635857117,-0.339641408305729,-1.86219423098335,1.31144324230106,-0.362656635510143,-0.738261639888262,0.108328739748152,-0.0972708029174523,0.674858207912097,-0.601342121336549,1.21793924936546,0.310495819297354,-0.643063475228557,-0.185978101872199,-0.284361157087151,0.437438429934815,-0.164356419733898,-0.463326432506946,0.18806287742847,0.785745605092317,0.0963989185297221,-0.361483804654205,-0.176712468096791,0.5124697226663,0.419273911201273,0.915246962626002,-0.37700614483251
"C10",0.13589421785671,-1.38229726506019,-0.141305290669531,-0.164159370512608,1.63437651955532,-0.549897005980077,0.449120066244136,-0.0472852975622198,0.500792484923207,-0.456324194652493,0.857574843198028,0.269184602091669,-1.58070479307636,-0.745234106471163,0.512203491521765,0.0612718641667453,-0.287975080533188,-0.630621625276446,-0.662860119885492,0.324400594877046,-0.369821524473035,0.682814594150478,-0.169936880205395,0.366928337969657,-1.64477089115571,-0.476673770969765,1.31307560523621,-0.157503539716274,-0.92078682059779,-0.0241927563568951,0.639478216147795,0.0226660387448725,0.708195846561556,0.419155221207493,-0.542982802062454,-0.272680726939913,-1.47862383214866,0.2700586474686,-0.269944628290562,0.355073344299782,-0.599699539485475,0.0328779552722316,0.128180692484529,0.367640507885587,0.769707391720556,-1.64374277906838,-0.502759142557422,-1.12385706392882,0.223666743871054,0.0222897511062878
