"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50"
"C1",-0.40564065388979,-0.19396328628888,-0.349271333686615,0.417271328936476,-0.510742851588529,-0.843619596230915,-0.491617872067112,0.673604469218546,-0.00812706851782677,0.272022125959268,0.114178988412112,0.172947577048221,0.354111020701835,0.238691927529981,-0.512381394497529,-0.522959216146558,-0.31601309247971,-0.202468630457981,-0.219359585440138,-0.170273866942135,-1.85181209819343,-0.155091910146299,0.375937141044132,-0.25548803140083,0.0578413602804077,0.713531949599125,0.248791809035142,0.108838374099189,-0.310175656263497,-0.0622261933998472,0.0433103599512122,0.350544620280918,-0.268229873965354,0.0429490427462181,-0.623451766479485,-0.0185028056046183,-0.331811344771022,-0.666582154351826,-0.598593835792231,0.973552441487471,1.02468369474654,-0.70210083968529,-0.142260947132041,-0.0989110038210909,-0.805787112455915,1.36464620701792,0.924942152128345,-0.650907839945667,0.423510409230466,0.115593212214127
"C2",-0.158159356170869,0.708291705555153,1.24093745977116,1.56906647872001,-0.252151191404242,0.0776535217584415,0.48505041630108,-0.774226671328759,-0.438236861083575,-0.944817848444542,0.062820401158645,0.489161501087029,-2.49312241249128,1.12564152262733,0.490422354239011,-0.203833415361026,-0.240733445863024,0.890124573879753,-0.822455717799019,-0.448331942781368,0.5438505398484,0.116149761132311,-0.10033245371943,-0.094478120337867,-0.203906286786369,0.423975202394828,-0.139204974936968,-0.189084094242396,-0.825495298348487,-0.520120974241435,-0.170877339240783,-0.234406975198486,-0.674369784753024,-0.971922612254824,0.246851663945341,-0.632785565922486,0.505649940330388,0.473365800450566,-0.0522085197001828,-0.559083931577519,-0.366579246473924,0.252080324844502,1.51581405905842,0.286855759201637,1.26600803919654,0.720627850774365,0.983294460880979,-0.0400680754683144,-1.00432260825435,0.517229611995453
"C3",-0.528791298922694,-0.106220248841714,0.395208508813596,-0.444383631871724,0.387804340926683,0.0727086550697179,-0.0796955390434819,-0.154214449079259,0.817474581623457,-0.244243519154503,0.619610379117164,-0.0770544960100999,0.424795852791372,0.59096585927936,0.893497038902467,-0.475920836731479,0.273995344114856,0.921659588362145,0.805709243937544,-0.141420632118132,0.765397614481376,-1.20932306267442,0.0670798103146015,-0.509730814363624,0.0343415495070421,0.561444631234541,-0.232186071420384,1.00862577108043,0.29261701246495,-0.693197517134028,-0.275490553206748,-0.189546126768554,-0.296694610707614,-1.59011215118421,0.441522468994374,-0.361642243954691,-0.532669722846731,0.305329910611895,0.0149603140178301,-0.834597918608516,0.185395725178425,0.208171014439168,0.137504714254027,-0.914911316286263,0.600736330493284,0.192659198057604,0.713190231723456,-1.14773700891947,0.255232421730342,0.228851078862115
"C4",-0.108391942334038,-1.00467079306723,0.340624368143893,-0.366800131916915,-0.20366901933443,-0.494868856831927,-0.850942762958013,0.794674029201125,0.00426250522355063,-0.266525571630345,-0.914358590704447,-0.205153611760663,-0.466049505129425,0.536888657751329,0.77385406482218,-0.351343133394943,0.444465824294618,-0.165273401605615,0.173486147114605,0.468491156927725,-0.893504120246981,-0.221099352932928,0.141669486963297,-0.105354113448924,0.528649118612598,-0.667903159800257,-0.506808321768749,0.980488189953738,-0.37750332171623,-0.708693395074403,-0.244318833506115,-0.539445341124876,0.0123935021919556,-0.637781852198784,0.798731723467116,-0.568736079295355,0.92943088153775,-1.60120677551397,-0.601367507742889,0.29670513577229,-0.610053342287149,0.0615070506214524,-0.538050415277732,0.0518687405420089,-1.53780285024539,-0.0263672828945271,0.379483000790416,0.623493674832594,-0.187225539666199,0.211127855491583
"C5",0.495096280154253,-0.284489624932623,0.307373276753135,-0.410443219634674,0.175224952496694,-1.21025159687305,-0.121259693780177,-0.101648708955521,-0.73385843932617,-0.351190220121924,-0.754190662815046,-0.728714443069618,-0.299036663540521,0.289614899342387,-0.201479510125749,0.73215056636996,-0.524152047952843,0.610870624641242,-0.460013504865428,0.711781240603599,-0.67520283085799,0.183169851840573,0.224514873749866,0.0929922462874383,0.266582751506585,0.0617178987297031,-0.0926181035357246,0.566999486270501,0.245310074487949,0.221178772684132,-0.702383914783498,-0.752674467641723,0.326890672274717,0.350436954116886,0.636490124533493,-0.193601214197624,-0.984752114687912,-0.730413343826234,-0.302222433675856,0.00790564957791132,-0.000401676508621336,0.679709087001978,-0.513353857771661,-0.175179539193999,0.444891855954575,0.399190354381203,0.572805013158756,0.0218903209318644,0.556434513137111,-0.0992430748291453
"C6",-0.316987897037611,1.22794218545543,-0.066490918100294,0.213051292742035,0.340306787804795,-0.850912473219874,-0.612189112350939,0.367927174223512,-0.64073087325662,0.198331411482403,0.288705353618065,0.485718518560903,-0.761336941273703,1.25438123937938,0.552622018209982,-0.606930366018517,-1.09005702278476,-0.617194096630182,-0.0163121496035273,0.314937346387852,-1.5165329448384,0.0961132021753709,0.261711309335186,-0.676674022095316,1.46365655662689,0.243209963837009,-0.486955556713028,-0.156652303207987,0.240400491648622,-0.449203242827209,-0.566829993143258,0.572027643300078,0.73941686794885,-0.721630516788908,0.590050952694541,0.0208435358454682,-0.564391429045606,-6.68873477286565e-05,0.52853990683675,0.478196904943567,-1.07849549978344,-0.381158006041261,0.602385669046344,-0.502673130629489,-0.72097295423118,0.913229617380126,-0.200598436282985,-0.251952617510076,1.0328751166637,0.781458386471325
"C7",-1.46285044600387,0.838370095710969,-0.473625713605457,0.231246496106367,-0.787722884569846,-0.289172869356538,0.411922412554414,0.686919711324405,0.125709118143861,0.352041740851646,-0.0545958326298458,0.501562154052205,1.05232872735328,-1.25394487801887,0.641732782200072,-0.999751223966828,-0.109117331408098,-0.739797321412241,-0.478210136830127,-0.294805088659987,1.15058598931076,-1.20664599684256,-0.679528107979827,-0.686862413201742,-0.245627251520402,-0.0957133494625918,-0.288223930117869,0.655490385750818,0.321770488486893,-0.367745393140048,-0.793637845767201,-1.11195146686017,0.584069746353843,0.551383264210202,0.627792392072658,0.305212005661846,-0.172923530095725,-0.782203792558484,0.611068066508069,-0.917493330260407,-0.123635289414473,0.407342947771953,-0.262747284668667,0.151084728243316,0.500999563053916,-0.876488637995415,-0.395330463222922,0.485257114189996,0.298160030979421,-0.385299303126368
"C8",0.936882800121423,-1.16511610927867,0.0519261976220033,0.619321296198821,0.928806312814344,-0.0249011023497691,0.564085988769146,-0.267823350737531,-0.513339487375511,0.435522080318595,-0.578357719834459,0.722290167567078,-0.0082633339389468,-0.259051043756531,0.426586042863879,0.203321327845295,-0.203254334117176,-1.10107251874847,-0.951056416619642,0.291761409698375,-0.708200052506024,-0.354415668629352,-0.542068404813808,0.363645178515576,-0.161517376993621,0.730468222665204,-0.214799181203532,0.706312902753129,0.121268261859597,0.143828789909906,0.0386165060412715,-0.281304966169001,0.267760273343543,-0.37507295942265,-0.766200165368349,-0.248246011149098,0.493302390961308,0.0185112106617207,0.0822298590659124,1.16974840066621,0.827528509107146,-0.0841681652438234,0.596887598073953,-0.771465783111569,-0.275924568659488,-0.871434085089111,-0.792855755291,-0.0584112174083358,0.246703341768172,0.0737458017830693
"C9",-0.663899166526121,0.633643264524504,-0.223410910390675,1.34521317815357,-0.84097383732722,0.248013197576452,0.802329308375386,1.25682953655154,-0.0168667410957462,-1.27855015856946,-0.647417381879076,0.817069128906761,-0.183999845329346,-0.0864373138352966,-1.54540165885188,0.259058555002455,0.192015516953957,0.284788183316648,-0.190901245202196,-0.452239521570691,-0.472347678180664,1.51789480501909,-0.276375226190637,0.728445008066109,-0.645456342959346,-0.728601969619502,0.416465886618666,-0.598829751088196,-0.324130910904283,0.750479778726369,0.208306274182109,-0.257263245782897,0.367568964579546,-0.21895735998283,0.27373493523317,-1.08726694896241,-0.715043010074316,-0.248302686705572,0.536550914819584,-0.184511768592347,-0.235000543164727,1.65754688946986,-1.32006798801011,0.098329234933595,-0.247063333517354,-0.316309959721714,0.535115731625031,-0.196675522234804,-0.862437526670087,-0.420742422228376
"C10",-0.210240967666202,-0.674988079964264,0.247737658911736,0.695522986621359,0.363205465037587,0.555725403594151,0.0578731538412353,0.0424826177027234,-1.17258105152899,0.37546897057109,0.400376772908231,0.487568699621101,0.439369757293222,1.40824237203601,-1.3241718174861,0.076318491878037,-0.477302308925048,0.0293123019174406,0.252256199284284,0.644635310049514,0.279639686363396,0.407297993101736,0.556363669273316,-0.934535658786147,-0.567574355412908,0.596149519076664,0.681197722141506,-0.264498204080932,-0.145227180889712,-0.63787884537609,-0.723418125770285,-0.186294364992483,-1.22252769207998,-0.313333172802019,-0.336183878086993,-0.0768517484917926,1.2398539243902,-0.0574784050152261,-0.488268242152075,0.437124171420124,0.108713001140379,-0.275493445158608,1.20547415354063,0.246069463760455,-0.173042460008333,0.871690269368854,0.449285001832317,0.454415321297203,0.0840956352945227,0.77497106463036
